path	sha256	width	height	viewport	case_id	state	flows	locale	registry_status	provenance
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLE-JOIN-FAIL-EN-FL-003-en-801x1000-desktop-chromium-darwin.png	f93de43ec955529445966853e9889679edc65bf48160a5e2aa4d59ffeaeefa9c	801	1000	801x1000	B-PX-TABLE-JOIN-FAIL-EN	TABLE-JOIN-FAIL	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLES-LIST-EN-FL-003-en-360x800-desktop-chromium-darwin.png	b3bbedda5e4781070615623f23b27f4ac7fbfeedb15282295c6030cc5da449ac	360	800	360x800	B-PX-TABLES-LIST-EN	TABLES-LIST	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLES-LIST-EN-FL-003-en-430x932-desktop-chromium-darwin.png	ace793ad09b80d513f51baff7f6631f5557511010aaeaf97e00a76de1f5bdfe0	430	932	430x932	B-PX-TABLES-LIST-EN	TABLES-LIST	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLES-LIST-EN-FL-003-en-768x1024-desktop-chromium-darwin.png	bd3a718c2622f15e8b01fa46080a0f9779564bf1dc8c877acad91e11baea1e3d	768	1024	768x1024	B-PX-TABLES-LIST-EN	TABLES-LIST	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLES-LIST-EN-FL-003-en-801x1000-desktop-chromium-darwin.png	7dcf6ee46c7f0023394d450842b13289c7cda6081579efe530becb7f7eb49b86	801	1000	801x1000	B-PX-TABLES-LIST-EN	TABLES-LIST	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLES-VENUE-EMPTY-EN-FL-003-en-360x800-desktop-chromium-darwin.png	ae09e5190f03d9a90759a9aeeede423a2211ffc934618254f0ddb542f4151005	360	800	360x800	B-PX-TABLES-VENUE-EMPTY-EN	TABLES-VENUE-EMPTY	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLES-VENUE-EMPTY-EN-FL-003-en-430x932-desktop-chromium-darwin.png	a649e8de1f4495c4dd3743f7ed64ce4d62556e80606d4fa3c6e4b8a0b10ee891	430	932	430x932	B-PX-TABLES-VENUE-EMPTY-EN	TABLES-VENUE-EMPTY	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLES-VENUE-EMPTY-EN-FL-003-en-768x1024-desktop-chromium-darwin.png	a5340065e054eca9c2cb0a06b29e39a6b5b0f3b847a9ff23476e76b6fb5f3d02	768	1024	768x1024	B-PX-TABLES-VENUE-EMPTY-EN	TABLES-VENUE-EMPTY	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TABLES-VENUE-EMPTY-EN-FL-003-en-801x1000-desktop-chromium-darwin.png	bc041ed77f7bf2e0ac02fe51aa761d3e0e64ef47c35958ff0ebe3c4cca14273b	801	1000	801x1000	B-PX-TABLES-VENUE-EMPTY-EN	TABLES-VENUE-EMPTY	FL-003	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TRUST-FOUR-AXES-EN-FL-003-FL-012-FL-015-en-360x800-desktop-chromium-darwin.png	925ff388f37fc4cffae4a781bc1981c26840ac12e75edaabc8645543580f866e	360	800	360x800	B-PX-TRUST-FOUR-AXES-EN	TRUST-FOUR-AXES	FL-003,FL-012,FL-015	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TRUST-FOUR-AXES-EN-FL-003-FL-012-FL-015-en-430x932-desktop-chromium-darwin.png	4b06c710254f215727f0467cd2d3126b5e175303e0dc3bd35a529c6337204026	430	932	430x932	B-PX-TRUST-FOUR-AXES-EN	TRUST-FOUR-AXES	FL-003,FL-012,FL-015	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TRUST-FOUR-AXES-EN-FL-003-FL-012-FL-015-en-768x1024-desktop-chromium-darwin.png	bacdba2acc85dbf6231dbe0a2195425ed6a3d5c8c05f7ba5805db11677e78c35	768	1024	768x1024	B-PX-TRUST-FOUR-AXES-EN	TRUST-FOUR-AXES	FL-003,FL-012,FL-015	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
k-tour-id-app/tests/visual/ondo-b-flow-pixels-responsive.spec.ts-snapshots/B-PX-TRUST-FOUR-AXES-EN-FL-003-FL-012-FL-015-en-801x1000-desktop-chromium-darwin.png	52fc678f4c101893190920c52562220e1e11e38fa4ab20c26edac0ccc0644df0	801	1000	801x1000	B-PX-TRUST-FOUR-AXES-EN	TRUST-FOUR-AXES	FL-003,FL-012,FL-015	en	FROZEN	STRICT-BLIND-FROZEN: exact Product/Harness baseline boundary
